Customer_ID,Age,Income,Employment_Type,Credit_Score,DTI,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Region,Branch,Previous_Defaults,Late_Payments,Outstanding_Amount,Days_Past_Due,Loan_Status,Application_Date,Payment_Date
103665,54,,Retired,754.0,31.2,Home Loan,3111000.0,12.43,84,North,Chandigarh,0,3,1412200.0,0,Active,2023-12-05,2024-10-20
100031,33,30400.0,Salaried,575.0,29.2,Personal Loan,409000.0,14.56,240,East,Patna,0,2,294900.0,0,Active,2021-09-13,2023-09-24
109481,47,18400.0,Salaried,630.0,34.9,Credit Card,101000.0,8.75,36,South,Chennai,0,1,12100.0,0,active,2022-03-22,2023-07-02
118321,42,76100.0,Business Owner,748.0,42.5,Personal Loan,360000.0,9.13,48,West,Ahmedabad,1,1,0.0,0,Closed,2023-07-21,2024-12-28
117869,25,67600.0,Business Owner,717.0,,Home Loan,3740000.0,17.16,48,South,Hyderabad,0,1,2822700.0,0,Active,2024-12-20,2026-08-03
106903,45,31100.0,Salaried,826.0,38.2,Personal Loan,316000.0,9.28,12,East,Patna,0,0,114400.0,0,Active,2024-12-13,2025-03-16
118635,26,61800.0,Salaried,687.0,41.8,Business Loan,2132000.0,6.57,48,South,Hyderabad,0,0,0.0,0,Closed,2023-07-31,2023-12-31
117731,21,16400.0,Unemployed,708.0,33.3,Home Loan,1674000.0,9.55,36,Central,Nagpur,0,4,1536300.0,0,Active,08-Nov-2024,2025-12-16
114566,37,120300.0,Salaried,719.0,45.3,Education Loan,737000.0,8.31,120,South,Bengaluru,0,0,0.0,0,Closed,2023-12-31,2025-10-23
105953,31,95300.0,Salaried,462.0,21.7,Business Loan,1938000.0,10.81,36,East,Kolkata,0,3,1899000.0,37,Default,2023-02-11,2024-01-08
110382,51,32000.0,Retired,620.0,,Auto Loan,1098000.0,10.94,120,West,Mumbai,0,0,1013000.0,33,Default,2024-05-08,2026-03-26
120328,53,22400.0,Salaried,626.0,,Education Loan,880000.0,10.27,36,East,Bhubaneswar,0,0,789700.0,0,Active,2022-04-20,2023-06-02
117894,48,59200.0,Business Owner,634.0,33.4,Auto Loan,460000.0,16.39,120,east,Patna,0,1,331200.0,0,Active,2021-03-12,2022-12-27
116787,31,143300.0,Salaried,667.0,33.5,Education Loan,1681000.0,15.45,180,East,Patna,0,0,241100.0,0,Active,2021-12-25,2023-06-15
100452,51,99000.0,Self-Employed,577.0,30.1,Personal Loan,466000.0,11.14,120,West,Pune,0,2,0.0,0,Closed,2021-10-30,2023-03-04
107522,21,41000.0,Self-Employed,815.0,40.2,Education Loan,777000.0,11.27,84,South,Bengaluru,0,0,0.0,0,CLOSED,2023-05-07,2024-12-25
101698,32,39000.0,Salaried,630.0,10.9,Personal Loan,163000.0,10.33,60,North,Delhi,0,2,25000.0,0,Active,2023-11-20,2024-02-04
117851,30,113400.0,Salaried,599.0,43.1,Personal Loan,525000.0,14.08,120,North,Delhi,0,1,0.0,0,Closed,2024-02-16,2024-08-10
116816,35,29200.0,Salaried,678.0,56.1,Education Loan,574000.0,11.31,48,West,Mumbai,3,4,62100.0,0,Active,2024-05-20,2024-10-17
100843,27,83300.0,Business Owner,605.0,44.3,Home Loan,2028000.0,14.44,12,North,Chandigarh,0,1,1514800.0,0,Active,2022-11-23,2023-04-26
108209,27,47200.0,Retired,477.0,66.2,Home Loan,2384000.0,12.31,180,Central,Nagpur,0,2,784100.0,0,Active,2021-01-23,2021-12-05
102999,44,30300.0,Salaried,650.0,27.4,Credit Card,130000.0,9.94,84,West,Mumbai,0,0,37800.0,0,Active,2023-04-02,2025-05-12
116178,61,38000.0,Business Owner,640.0,22.4,Personal Loan,593000.0,9.09,120,East,Bhubaneswar,0,1,448400.0,0,Active,2023-07-19,2023-08-30
106976,40,132600.0,Salaried,611.0,38.9,Auto Loan,669000.0,16.78,84,West,Ahmedabad,0,0,0.0,0,Closed,2024-11-23,2025-10-20
112495,41,72700.0,Salaried,605.0,42.4,Personal Loan,567000.0,12.22,120,Central,Bhopal,2,2,95400.0,0,Active,2024-03-26,2024-12-13
100852,33,59100.0,Salaried,740.0,20.8,Personal Loan,516000.0,14.2,24,East,Patna,0,2,353200.0,0,Active,2023-12-01,2025-09-20
112239,52,48900.0,Retired,671.0,24.0,Business Loan,2194000.0,12.84,36,East,Bhubaneswar,1,0,813400.0,0,Active,2024-02-02,2024-07-25
109138,53,42700.0,Self-Employed,781.0,,Personal Loan,357000.0,8.49,60,North,Chandigarh,0,2,77300.0,0,Active,2024-11-29,2026-02-26
105085,51,72300.0,Self-Employed,623.0,32.2,Auto Loan,445000.0,12.58,12,East,Bhubaneswar,0,0,0.0,0,Closed,2023-04-28,2023-10-04
120035,49,,Business Owner,519.0,20.0,Personal Loan,638000.0,10.81,12,Central,Raipur,0,2,548100.0,0,Active,2023-11-24,2025-11-30
112219,41,66700.0,Unemployed,739.0,41.0,Personal Loan,132000.0,11.1,180,West,Ahmedabad,2,0,78900.0,70,Default,2024-12-29,2026-01-18
108885,61,26500.0,Salaried,673.0,40.8,Personal Loan,438000.0,17.84,84,South,Chennai,2,1,83000.0,0,Active,2023-04-21,2023-05-28
117174,27,89000.0,Business Owner,669.0,39.3,Personal Loan,431000.0,6.0,240,West,Ahmedabad,0,2,351200.0,0,Active,2023-03-24,2024-12-09
111409,36,93200.0,Business Owner,624.0,46.9,Business Loan,2539000.0,10.14,12,Central,Bhopal,0,2,1326800.0,237,Default,2021-07-08,2023-04-02
112256,31,38500.0,Salaried,514.0,32.3,Personal Loan,576000.0,11.58,12,Central,Raipur,1,3,242900.0,0,Active,2024-12-25,2026-04-05
102547,23,18700.0,Self-Employed,609.0,10.5,Education Loan,516000.0,10.88,60,South,Chennai,0,2,152800.0,0,Active,2024-12-08,2025-02-01
105390,18,90300.0,Salaried,526.0,56.7,Auto Loan,740000.0,10.54,36,East,Patna,1,1,458200.0,26,Delinquent,2021-07-06,2021-12-25
118892,44,15900.0,Salaried,596.0,14.7,Home Loan,4438000.0,13.03,48,North,Chandigarh,0,3,693200.0,4,Delinquent,2021-10-31,2022-11-01
111716,20,59200.0,Self-Employed,602.0,34.4,Personal Loan,618000.0,14.13,180,West,Ahmedabad,0,2,120000.0,9,Delinquent,2021-07-27,2021-09-12
119277,58,15600.0,Salaried,721.0,57.2,Personal Loan,298000.0,12.95,60,South,Bengaluru,0,2,31600.0,0,Active,2022-04-11,2023-12-14
108825,51,42500.0,Retired,579.0,12.6,Home Loan,3383000.0,11.0,60,South,Hyderabad,0,2,1317400.0,0,Active,2023-07-08,2025-09-13
114643,18,87600.0,Salaried,602.0,52.4,Auto Loan,1197000.0,16.53,180,West,Ahmedabad,0,2,138600.0,0,Active,2023-12-16,2025-07-16
113807,30,35900.0,Salaried,630.0,26.9,Business Loan,1407000.0,15.92,60,Central,Bhopal,0,0,0.0,0,Closed,2024-08-25,2026-10-09
101008,48,46200.0,Salaried,759.0,22.0,Personal Loan,830000.0,10.37,240,East,Patna,2,2,128000.0,0,Active,2021-12-25,2023-02-28
104503,21,50700.0,Salaried,614.0,44.3,Auto Loan,568000.0,11.37,48,Central,Raipur,1,0,538100.0,0,Active,2024-01-21,2025-05-31
100881,70,59700.0,Salaried,462.0,30.1,Credit Card,121000.0,8.36,48,West,Mumbai,0,0,0.0,0,Closed,2024-05-29,2026-08-01
107552,63,40900.0,Self-Employed,517.0,24.5,Personal Loan,521000.0,12.75,12,East,Patna,0,1,0.0,0,Closed,2021-03-16,2023-01-12
108549,35,23300.0,Business Owner,587.0,15.4,Personal Loan,393000.0,6.25,84,South,Bengaluru,0,1,291200.0,0,ACTIVE,2022-04-26,2023-10-16
114250,50,-3750.2828090877833,Salaried,629.0,53.0,Auto Loan,365000.0,9.9,12,South,Bengaluru,0,0,43400.0,0,Active,2021-04-10,2022-10-28
108943,38,37100.0,Self-Employed,651.0,44.6,Personal Loan,468000.0,15.41,84,West,Mumbai,0,1,249400.0,0,Active,2023-02-28,2024-01-11
101317,27,59100.0,Retired,653.0,40.8,Credit Card,128000.0,10.52,60,South,Bengaluru,1,1,29500.0,0,Active,2023-10-04,2024-03-06
115712,47,111000.0,,802.0,42.3,Home Loan,4402000.0,15.83,60,West,Ahmedabad,0,1,1012100.0,0,Active,2021-11-08,2023-01-06
118156,19,48800.0,Self-Employed,714.0,46.2,Home Loan,4362000.0,11.86,84,North,Lucknow,0,3,1681100.0,0,Active,2021-09-18,2023-06-12
119489,27,64000.0,Salaried,656.0,16.9,Auto Loan,1097000.0,11.3,36,North,Chandigarh,0,2,349500.0,0,Active,2021-04-20,2022-02-16
112114,46,33800.0,Self-Employed,561.0,24.7,Personal Loan,230000.0,14.37,120,North,Delhi,0,3,53400.0,89,Delinquent,2023-07-01,2025-03-10
117605,18,54200.0,Salaried,661.0,36.0,Auto Loan,533000.0,6.0,48,East,Bhubaneswar,0,2,117400.0,0,Active,2023-04-13,2023-05-27
109442,37,29200.0,Retired,637.0,40.3,Home Loan,2424000.0,17.32,36,Central,Nagpur,0,0,2155500.0,0,Active,2021-04-11,2022-10-06
117234,31,52400.0,Business Owner,709.0,23.8,Auto Loan,506000.0,17.7,84,South,Hyderabad,0,1,146800.0,0,Active,2021-01-14,2021-09-03
114292,33,55400.0,Salaried,748.0,53.6,Home Loan,5234000.0,,84,Central,Bhopal,3,0,0.0,0,Closed,2024-10-25,2026-03-15
105701,40,99700.0,Self-Employed,638.0,23.6,Business Loan,2814000.0,12.72,84,North,Delhi,1,0,865700.0,0,Active,2022-11-01,2024-04-04
109447,30,31900.0,Retired,723.0,42.2,Education Loan,918000.0,11.29,120,West,Mumbai,1,0,333200.0,0,Active,2021-07-15,2023-02-11
112968,30,50900.0,Self-Employed,,33.2,Auto Loan,632000.0,13.24,24,South,Bengaluru,0,0,0.0,0,Closed,2022-05-11,2024-09-10
110034,34,59200.0,Salaried,613.0,22.3,Auto Loan,1305000.0,10.65,120,North,Lucknow,0,2,1057100.0,0,Active,2021-01-22,2022-04-05
109156,34,67100.0,Salaried,573.0,38.4,Credit Card,152000.0,9.4,36,North,Delhi,0,2,17200.0,68,Delinquent,2022-03-31,2024-01-17
103018,18,23100.0,Salaried,613.0,38.9,Home Loan,1672000.0,8.82,36,South,Chennai,0,1,1147400.0,0,Active,2024-08-02,2024-11-12
102106,60,92500.0,Salaried,602.0,31.2,Business Loan,858000.0,13.8,84,East,Kolkata,1,1,350600.0,0,Active,2021-08-24,2023-06-20
101801,63,94200.0,Salaried,551.0,37.9,Personal Loan,212000.0,11.41,36,South,Bengaluru,2,0,193800.0,0,Active,2024-07-29,2026-09-20
107280,49,243700.0,Salaried,733.0,31.5,Auto Loan,572000.0,10.89,84,CENTRAL,Bhopal,0,3,187800.0,0,Active,2024-01-18,2025-07-24
112343,31,64000.0,Salaried,679.0,11.6,Auto Loan,925000.0,12.03,48,South,Hyderabad,1,1,474400.0,0,Active,2021-02-11,2022-08-20
117858,47,38100.0,Salaried,581.0,10.6,Education Loan,1060000.0,,84,North,Delhi,0,7,311700.0,23,Delinquent,2023-03-12,2023-12-28
119846,33,29400.0,Unemployed,670.0,15.7,Credit Card,67000.0,17.61,180,West,Pune,0,0,0.0,0,Closed,2022-01-26,2022-05-23
114239,52,77900.0,Salaried,653.0,25.9,Personal Loan,484000.0,14.91,180,South,Bengaluru,0,2,160600.0,0,Active,2023-11-01,2025-08-23
101021,46,33000.0,Self-Employed,569.0,37.0,Education Loan,981000.0,8.16,60,Central,Bhopal,0,0,704900.0,0,Active,2024-06-28,2026-01-10
107418,29,44900.0,Self-Employed,580.0,33.5,Personal Loan,364000.0,11.75,12,East,Patna,1,1,197400.0,0,Active,2021-12-28,2023-01-27
107807,45,129000.0,Salaried,542.0,25.5,Auto Loan,1010000.0,16.57,24,West,Ahmedabad,1,2,246700.0,0,Active,2021-09-06,2023-08-22
109730,45,74700.0,Self-Employed,737.0,28.5,Credit Card,191000.0,13.87,84,East,Kolkata,0,3,30200.0,0,Active,2023-11-19,2025-08-08
112319,54,23100.0,Salaried,635.0,48.3,Personal Loan,348000.0,6.0,48,West,Mumbai,0,0,0.0,0,Closed,2022-07-14,2024-05-26
119003,36,61500.0,Salaried,,50.6,Personal Loan,466000.0,9.39,240,Central,Nagpur,0,0,0.0,0,Closed,2021-04-08,2022-12-26
108517,29,25500.0,Salaried,689.0,74.8,Personal Loan,455000.0,12.47,60,NORTH,Lucknow,0,3,312500.0,0,Active,2023-02-06,2023-03-22
119907,25,49100.0,Self-Employed,668.0,34.2,Personal Loan,389000.0,9.4,12,East,Bhubaneswar,0,0,187000.0,0,Active,2024-12-03,2026-05-12
101438,59,46500.0,Salaried,735.0,82.1,Business Loan,1547000.0,6.48,84,Central,Nagpur,2,0,748100.0,44,Default,2024-02-08,2025-07-22
100522,47,1276875.2375919486,Retired,487.0,26.9,Home Loan,1579000.0,6.92,84,East,Bhubaneswar,1,2,942800.0,0,Active,2021-03-28,2022-12-06
116292,28,26300.0,Business Owner,743.0,28.7,Education Loan,736000.0,13.98,180,Central,Bhopal,0,1,543800.0,0,Active,2022-12-10,2024-07-09
121408,27,65700.0,Salaried,607.0,43.0,Home Loan,1456000.0,6.53,48,South,Chennai,0,1,742500.0,52,Default,2024-12-30,2026-04-25
119989,64,41500.0,Retired,637.0,42.8,Home Loan,4505000.0,12.77,12,East,Bhubaneswar,1,3,1427100.0,0,Active,2022-07-31,2023-01-15
117253,47,16700.0,Salaried,632.0,51.0,Home Loan,5001000.0,10.36,60,Central,Nagpur,1,4,3153100.0,0,Active,2021-11-23,2023-10-28
109146,20,118000.0,Self-Employed,766.0,45.1,Auto Loan,1294000.0,8.97,240,North,Lucknow,0,1,158100.0,0,Active,2023-04-29,2024-06-30
117205,24,53100.0,Self-Employed,686.0,20.2,Home Loan,4769000.0,10.65,48,North,Delhi,3,0,2030800.0,0,Active,2023-11-30,2025-12-03
105902,18,88700.0,Retired,614.0,54.8,Personal Loan,431000.0,8.79,120,East,Patna,2,3,256300.0,0,Active,2023-04-12,2023-09-23
107300,53,74300.0,Salaried,598.0,31.5,Education Loan,906000.0,10.24,24,South,Chennai,1,2,0.0,0,Closed,2021-07-18,2023-07-11
104886,34,18200.0,Retired,591.0,36.8,Credit Card,103000.0,8.19,180,Central,Raipur,1,0,0.0,0,Closed,2021-01-31,2022-07-20
111346,35,67700.0,Self-Employed,628.0,40.2,Credit Card,125000.0,13.84,12,West,Mumbai,0,1,93800.0,0,Active,2021-05-16,2022-04-04
102229,18,44200.0,Salaried,597.0,24.6,Home Loan,5473000.0,10.27,48,South,Bengaluru,1,1,0.0,0,Closed,2021-12-07,2023-08-30
117163,42,80700.0,Salaried,739.0,20.5,Home Loan,2093000.0,11.28,24,North,Delhi,0,2,1279300.0,0,Active,2023-01-18,2023-12-16
102006,43,66700.0,Business Owner,550.0,53.9,Credit Card,216000.0,9.74,180,North,Delhi,0,2,42000.0,0,active,2022-01-21,2023-06-13
107629,21,81700.0,Business Owner,640.0,28.3,Business Loan,668000.0,11.08,48,west,Ahmedabad,1,2,287200.0,45,Default,2024-01-05,2024-10-27
116365,42,23200.0,Salaried,670.0,41.0,Personal Loan,291000.0,9.24,240,EAST,Patna,0,2,103400.0,0,ACTIVE,2023-01-12,2024-02-01
107922,54,29300.0,Salaried,782.0,52.3,Credit Card,81000.0,9.28,36,North,Chandigarh,1,4,0.0,0,Closed,2022-10-18,2024-05-22
116831,64,34600.0,Salaried,674.0,36.0,Personal Loan,311000.0,9.71,84,east,Patna,0,1,79200.0,0,Active,2023-01-12,2025-01-20
103476,25,64100.0,Salaried,656.0,27.9,Auto Loan,1232000.0,7.03,24,East,Patna,2,1,1141100.0,0,Active,2023-12-06,2025-05-21
112636,57,71500.0,,701.0,27.6,Personal Loan,523000.0,13.5,120,North,Lucknow,0,2,172900.0,0,Active,2024-04-14,2025-10-08
109049,38,30500.0,Self-Employed,606.0,55.7,Business Loan,1969000.0,12.94,12,South,Bengaluru,0,2,0.0,0,Closed,2023-04-04,2024-02-06
109052,26,32000.0,Unemployed,570.0,27.5,Auto Loan,532000.0,12.42,120,East,Patna,0,0,243300.0,0,Active,2024-10-16,2025-02-02
113852,38,57900.0,Unemployed,677.0,32.8,Home Loan,4202000.0,8.95,36,South,Hyderabad,3,1,2675300.0,157,Default,2021-10-18,2022-05-27
106827,22,33900.0,,601.0,47.7,Personal Loan,440000.0,10.03,180,West,Mumbai,0,1,49700.0,0,Active,2021-09-03,2022-06-01
114534,51,34400.0,Self-Employed,463.0,24.3,Personal Loan,344000.0,14.87,60,North,Lucknow,1,0,73600.0,0,Active,2023-07-07,2023-11-18
102454,31,16200.0,Self-Employed,567.0,16.4,Education Loan,230000.0,10.24,120,Central,Bhopal,0,2,90500.0,0,Active,2024-05-31,2025-04-15
117040,47,88400.0,Self-Employed,,51.9,Personal Loan,528000.0,13.06,24,East,Patna,0,3,0.0,0,Closed,2021-03-11,2021-09-21
101602,56,28500.0,,574.0,65.3,Credit Card,106000.0,8.74,36,South,Chennai,0,0,85400.0,0,Active,2023-11-29,2024-11-09
104074,38,153300.0,Self-Employed,759.0,46.3,Personal Loan,413000.0,6.23,36,Central,Nagpur,1,0,387600.0,0,Active,2023-08-07,2025-07-08
116738,29,66700.0,Salaried,670.0,18.6,Business Loan,2666000.0,,24,West,Mumbai,0,2,1280900.0,43,Delinquent,08-12-2021,2023-03-24
105784,65,26500.0,Salaried,696.0,19.9,Credit Card,121000.0,13.56,48,Central,Nagpur,1,0,93800.0,0,Active,2023-11-19,2024-07-14
107234,49,58800.0,Salaried,650.0,23.7,Credit Card,255000.0,13.42,48,East,Patna,0,3,219800.0,27,Delinquent,2023-02-11,2025-04-18
101520,62,,Business Owner,532.0,41.0,Personal Loan,359000.0,11.34,84,Central,Raipur,0,2,331500.0,0,Active,2022-11-11,2024-07-08
106590,43,54100.0,Retired,531.0,11.1,Education Loan,845000.0,12.28,60,Central,Raipur,2,1,751500.0,0,Active,2024-09-07,2026-08-09
105279,31,97900.0,Salaried,793.0,27.5,Education Loan,854000.0,11.96,240,South,Chennai,2,1,521900.0,0,Active,2021-10-16,2022-10-12
121153,37,43200.0,Retired,796.0,35.2,Personal Loan,201000.0,17.67,36,East,Bhubaneswar,0,1,0.0,0,Closed,2023-07-15,2025-09-13
118526,26,59800.0,Business Owner,688.0,30.3,Credit Card,130000.0,14.96,240,East,Patna,0,1,104800.0,0,Active,2022-05-14,2023-02-20
108210,44,65000.0,Self-Employed,684.0,31.9,Education Loan,757000.0,15.83,120,South,Bengaluru,0,0,319600.0,0,ACTIVE,2021-03-09,2022-03-18
108007,41,55000.0,Self-Employed,755.0,26.6,Home Loan,2403000.0,12.62,36,West,Ahmedabad,0,1,1052800.0,0,Active,2023-07-30,2023-11-20
110700,18,38500.0,Retired,710.0,47.4,Auto Loan,480000.0,7.29,24,West,Mumbai,2,1,432600.0,51,Delinquent,2022-04-11,2023-12-10
115837,41,64500.0,Salaried,575.0,18.3,Home Loan,4632000.0,11.54,48,North,Chandigarh,0,1,2328800.0,0,Active,2024-02-19,2024-09-11
102530,26,,Unemployed,676.0,35.2,Business Loan,2065000.0,,60,East,Kolkata,0,3,0.0,0,Closed,2023-04-22,2023-09-06
108565,18,68200.0,Unemployed,724.0,40.0,Credit Card,167000.0,14.11,60,West,Pune,0,2,77200.0,0,Active,2022-08-17,2024-04-26
120490,42,61900.0,Self-Employed,548.0,33.6,Home Loan,3959000.0,13.69,12,East,Patna,0,3,868300.0,0,Active,2024-03-31,2025-05-01
104458,24,68700.0,Salaried,654.0,47.1,Home Loan,4388000.0,13.76,120,East,Kolkata,1,0,3372100.0,0,Active,2022-12-04,2024-11-23
100253,65,20000.0,Business Owner,876.0,14.7,Home Loan,3935000.0,13.75,120,South,Chennai,0,1,2919900.0,0,active,2022-03-16,2024-03-22
111012,38,100100.0,Salaried,690.0,14.1,Home Loan,2737000.0,14.75,240,East,Kolkata,0,1,550500.0,0,Active,2021-06-06,2022-03-31
104485,40,95700.0,Retired,641.0,42.9,Auto Loan,353000.0,7.47,12,East,Bhubaneswar,0,0,0.0,0,Closed,2022-05-06,2023-08-06
114452,42,53200.0,Self-Employed,722.0,42.5,Home Loan,1847000.0,10.95,120,West,Ahmedabad,0,1,911900.0,0,Active,2021-02-25,2023-02-24
109914,50,96100.0,Salaried,566.0,29.9,Personal Loan,381000.0,14.69,84,West,Ahmedabad,0,2,0.0,0,Closed,2024-08-05,2026-10-23
119293,39,43400.0,Unemployed,762.0,15.6,Personal Loan,529000.0,12.05,24,North,Delhi,1,1,438800.0,46,Default,2023-08-14,2025-02-27
117345,36,99000.0,Salaried,536.0,15.6,Home Loan,3429000.0,12.18,84,West,Mumbai,0,1,2206600.0,0,Active,2021-04-01,2022-10-09
102395,39,47000.0,Retired,581.0,16.8,Home Loan,4342000.0,12.09,240,SOUTH ,Bengaluru,0,1,3686700.0,0,Active,2021-06-11,2021-07-28
109367,36,40000.0,Unemployed,532.0,48.0,Auto Loan,794000.0,8.25,120, West,Mumbai,0,2,622100.0,0,Active,2023-02-20,2024-10-12
103902,38,40400.0,Salaried,716.0,56.8,Credit Card,150000.0,11.61,48,East,Bhubaneswar,0,2,37200.0,0,Active,2022-09-07,2023-04-12
103507,44,68200.0,Salaried,792.0,48.2,Personal Loan,536000.0,11.4,60,North,Chandigarh,0,3,72800.0,0,Active,2024-05-18,2025-05-26
119842,51,34100.0,Salaried,662.0,15.0,Home Loan,2486000.0,6.85,60,West,Pune,0,3,1977400.0,69,Default,2021-10-23,2023-03-12
100100,37,26100.0,Self-Employed,649.0,-0.6,Business Loan,1551000.0,13.35,36,West,Pune,0,0,1424300.0,0,Active,2024-09-18,2025-06-03
103001,18,55900.0,Salaried,697.0,24.4,Personal Loan,273000.0,14.57,120,West,Pune,0,2,0.0,0,closed,2022-10-10,2023-05-03
121266,48,49700.0,Salaried,614.0,41.6,Home Loan,1473000.0,13.31,240,West,Pune,0,0,1342100.0,0,Active,2021-06-23,2023-05-12
106117,50,47100.0,Business Owner,644.0,40.3,Education Loan,1296000.0,13.83,180,South,Hyderabad,2,0,227300.0,0,active,2021-01-02,2022-05-21
116339,37,50000.0,Business Owner,734.0,16.7,Education Loan,184000.0,10.8,84,South,Hyderabad,0,2,139700.0,0,Active,2023-03-17,2025-01-13
118844,43,47800.0,Self-Employed,468.0,40.4,Business Loan,3082000.0,13.47,84,Central,Bhopal,0,2,2304300.0,0,Active,2022-01-25,2023-07-02
101094,41,181100.0,Salaried,638.0,32.8,Personal Loan,336000.0,14.13,60,CENTRAL,Raipur,0,1,153200.0,0,Active,2024-10-08,2026-07-14
119090,18,61600.0,Unemployed,730.0,21.5,Personal Loan,449000.0,13.88,84,SOUTH ,Bengaluru,0,1,369300.0,0,Active,2021-12-15,2023-12-09
118355,26,44300.0,Self-Employed,664.0,31.8,Personal Loan,461000.0,11.5,180,South,Chennai,0,3,0.0,0,Closed,2022-04-05,2023-01-10
111000,37,137300.0,Salaried,525.0,31.0,Business Loan,2519000.0,7.54,240,East,Bhubaneswar,0,1,452400.0,0,Active,2023-11-24,2024-05-02
102920,56,85100.0,Unemployed,556.0,42.2,Education Loan,524000.0,7.64,84,South,Hyderabad,1,3,243200.0,0,Active,2022-01-02,2022-02-07
110791,37,48700.0,Salaried,484.0,30.7,Auto Loan,630000.0,13.22,36,West,Mumbai,1,2,343400.0,0,Active,2024-01-29,2024-11-16
103004,63,35700.0,Unemployed,466.0,60.5,Personal Loan,370000.0,10.41,60,West,Ahmedabad,1,1,221900.0,0,Active,2023-03-11,2024-04-08
102537,52,28300.0,Salaried,738.0,32.9,Auto Loan,1518000.0,13.57,36,Central,Nagpur,0,0,0.0,0,Closed,2024-07-15,2025-12-17
111955,30,32900.0,Salaried,738.0,30.1,Home Loan,3237000.0,12.11,24,North,Lucknow,0,5,343400.0,6,Delinquent,2021-06-30,2023-08-14
103138,28,25800.0,Salaried,724.0,42.7,Credit Card,119000.0,11.49,12,North,Delhi,0,1,0.0,0,Closed,2021-05-30,2022-11-22
104862,30,80300.0,Salaried,525.0,12.1,Auto Loan,788000.0,11.44,36,East,Kolkata,0,2,614000.0,36,Default,2024-03-12,2026-01-08
109182,35,56700.0,Business Owner,601.0,18.5,Credit Card,139000.0,7.87,120,South,Hyderabad,2,1,0.0,0,Closed,2024-05-11,2024-10-25
117657,43,75400.0,Salaried,752.0,44.6,Personal Loan,288000.0,6.0,60,West,Pune,0,1,0.0,0,Closed,11-18-2023,2025-08-27
107862,42,84700.0,Unemployed,709.0,17.0,Personal Loan,434000.0,11.91,180,East,Patna,1,2,195900.0,0,Active,2021-08-19,2023-08-22
118178,46,81600.0,Retired,574.0,,Auto Loan,816000.0,,36,Central,Nagpur,0,0,370600.0,0,Active,2024-02-04,2024-03-25
119007,47,20100.0,Salaried,811.0,40.3,Home Loan,5482000.0,17.83,84,North,Chandigarh,2,1,3468600.0,54,Default,2021-01-22,2022-02-24
121133,47,65500.0,Unemployed,542.0,44.1,Home Loan,1592000.0,6.0,24,South,Bengaluru,0,1,458200.0,0,Active,2023-03-30,2025-02-20
102493,34,100000.0,Retired,763.0,37.6,Personal Loan,342000.0,6.0,84,West,Pune,1,1,86200.0,0,Active,2022-06-30,2022-09-23
112420,38,76600.0,Salaried,613.0,30.6,Personal Loan,484000.0,11.0,24,Central,Raipur,1,4,247700.0,0,Active,2022-01-07,2023-02-15
113980,43,21100.0,Salaried,569.0,47.4,Home Loan,2904000.0,13.35,48,East,Kolkata,0,0,2000400.0,0,Active,2023-06-25,2025-03-02
110119,31,58700.0,Retired,706.0,25.6,Education Loan,5420976.8930937955,12.79,24,South,Hyderabad,0,2,0.0,0,Closed,2024-02-09,2026-01-29
105241,39,84300.0,Salaried,656.0,67.6,Auto Loan,870000.0,6.0,84,Central,Bhopal,1,1,297600.0,0,Active,2022-01-11,2023-10-04
118441,18,42400.0,Retired,635.0,48.9,Education Loan,828000.0,13.84,120,North,Chandigarh,0,1,107400.0,41,Delinquent,2023-06-25,2024-11-29
105873,44,73900.0,Salaried,727.0,15.6,Home Loan,1097000.0,13.42,84,EAST,Kolkata,0,0,0.0,0,Closed,09-17-2022,2023-09-22
107080,38,68900.0,Retired,791.0,60.0,Home Loan,3553000.0,9.06,84,Central,Nagpur,0,1,0.0,0,Closed,2021-10-18,2023-03-21
101972,18,126400.0,Self-Employed,655.0,30.4,Home Loan,5728000.0,6.0,36,South,Hyderabad,1,0,2269700.0,0,Active,2022-01-18,2022-11-12
105723,31,65500.0,Business Owner,470.0,25.7,Credit Card,151000.0,,36,East,Bhubaneswar,0,0,140400.0,0,Active,2022-10-05,2022-11-24
120769,31,54300.0,Self-Employed,586.0,24.6,Home Loan,4461000.0,10.72,120,West,Ahmedabad,0,1,2685200.0,0,Active,2021-01-17,2022-01-27
114592,32,106400.0,Self-Employed,723.0,,Auto Loan,556000.0,10.5,60,East,Bhubaneswar,3,1,271900.0,8,Delinquent,2021-07-31,2021-12-16
110865,39,135700.0,Self-Employed,658.0,33.3,Auto Loan,525000.0,10.47,12,South,Hyderabad,0,2,239100.0,54,Delinquent,2022-09-12,2024-03-30
116890,51,124900.0,Business Owner,617.0,19.8,Auto Loan,865000.0,9.05,24,Central,Bhopal,0,1,178400.0,0,Active,2021-09-23,2022-02-05
100207,46,97000.0,Salaried,593.0,68.2,Auto Loan,862000.0,8.78,120,North,Chandigarh,0,1,0.0,0,Closed,2022-02-13,2022-12-15
107853,44,103300.0,Business Owner,615.0,7.9,Personal Loan,240000.0,17.53,60,west,Pune,1,0,0.0,0,Closed,2021-04-06,2022-03-23
114476,46,16300.0,Salaried,612.0,26.0,Auto Loan,791000.0,11.45,120,East,Kolkata,1,2,114000.0,0,Active,2024-05-20,2025-10-16
