Customer_ID,Age,Income,Employment_Type,Credit_Score,DTI,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Region,Branch,Previous_Defaults,Late_Payments,Outstanding_Amount,Days_Past_Due,Loan_Status,Application_Date,Payment_Date,Age_Group,Income_Band,Credit_Score_Band,DTI_Band,Is_Delinquent,Is_Default,Loan_to_Income_Ratio,Outstanding_Pct,EMI_Estimate,Application_Year,Application_Month,Is_Overdue_30plus,Is_Overdue_90plus,Risk_Points,Risk_Segment
120844,56,21400.0,Salaried,564,24.8,Business Loan,2557000.0,18.42,120,North,Chandigarh,0,4,0.0,0,Closed,2024-10-16,2027-03-05,56-65,<3L,Poor (300-579),Moderate (20-36%),0,0,119.49,0.0,46767.0,2024,2024-10,0,0,5,Medium Risk
116845,44,107100.0,Salaried,567,45.8,Personal Loan,439000.0,9.74,240,North,Chennai,0,1,295900.0,0,Active,2022-12-08,2023-03-06,36-45,<3L,Poor (300-579),High (36-50%),0,0,4.1,67.4,4161.0,2022,2022-12,0,0,5,Medium Risk
118335,37,93900.0,Retired,638,32.7,Personal Loan,162000.0,13.09,60,Central,Nagpur,2,2,138700.0,69,Delinquent,2021-01-08,2021-12-08,36-45,<3L,Fair (580-669),Moderate (20-36%),1,0,1.73,85.6,3693.0,2021,2021-01,1,0,6,High Risk
117181,18,97400.0,Self-Employed,642,43.1,Credit Card,193000.0,14.72,240,South,Hyderabad,0,0,89400.0,0,Active,2021-09-24,2022-10-31,18-25,<3L,Fair (580-669),High (36-50%),0,0,1.98,46.3,2502.0,2021,2021-09,0,0,4,Medium Risk
113637,34,40000.0,Salaried,720,30.3,Personal Loan,493000.0,13.64,60,Central,Raipur,0,1,437900.0,0,Active,2023-12-13,2024-12-09,26-35,<3L,Good (670-739),Moderate (20-36%),0,0,12.32,88.8,11379.0,2023,2023-12,0,0,2,Low Risk
102421,53,105400.0,Business Owner,602,41.6,Auto Loan,832000.0,9.46,12,East,Kolkata,0,1,96600.0,0,Active,2024-04-20,2025-07-25,46-55,<3L,Fair (580-669),High (36-50%),0,0,7.89,11.6,72937.0,2024,2024-04,0,0,4,Medium Risk
106385,45,84200.0,Retired,559,50.7,Education Loan,1122000.0,19.34,240,Central,Bhopal,0,0,707000.0,0,Active,2023-06-10,2024-06-17,36-45,<3L,Poor (300-579),Very High (>50%),0,0,13.33,63.0,18481.0,2023,2023-06,0,0,6,High Risk
100279,41,58200.0,Salaried,535,47.5,Home Loan,4085000.0,8.0,120,South,Hyderabad,0,2,819200.0,0,Active,2021-04-01,2022-10-17,36-45,<3L,Poor (300-579),High (36-50%),0,0,70.19,20.1,49562.0,2021,2021-04,0,0,5,Medium Risk
105106,42,55000.0,Business Owner,767,35.9,Credit Card,117000.0,16.22,180,South,Bengaluru,0,3,105600.0,0,Active,2024-05-29,2024-10-20,36-45,<3L,Very Good (740-799),Moderate (20-36%),0,0,2.13,90.3,1736.0,2024,2024-05,0,0,2,Low Risk
101796,31,24200.0,Business Owner,622,34.5,Personal Loan,256000.0,11.08,120,North,Lucknow,0,1,0.0,0,Closed,2023-10-21,2025-03-28,26-35,<3L,Fair (580-669),Moderate (20-36%),0,0,10.58,0.0,3538.0,2023,2023-10,0,0,3,Medium Risk
102518,18,58900.0,Unemployed,579,34.5,Auto Loan,952000.0,11.39,120,East,Patna,1,3,595200.0,0,Active,2024-09-14,2025-03-25,18-25,<3L,Poor (300-579),Moderate (20-36%),0,0,16.16,62.5,13325.0,2024,2024-09,0,0,7,High Risk
108604,45,72100.0,Self-Employed,697,27.3,Personal Loan,516000.0,13.02,24,Central,Bhopal,1,5,97300.0,19,Delinquent,2023-03-14,2024-02-07,36-45,<3L,Good (670-739),Moderate (20-36%),1,0,7.16,18.9,24536.0,2023,2023-03,0,0,5,Medium Risk
116588,23,66800.0,Business Owner,627,56.0,Personal Loan,464000.0,16.1,240,South,Hyderabad,0,2,436900.0,0,Active,2021-10-28,2023-06-07,18-25,<3L,Fair (580-669),Very High (>50%),0,0,6.95,94.2,6490.0,2021,2021-10,0,0,5,Medium Risk
109723,41,36100.0,Salaried,615,36.5,Credit Card,114000.0,13.2,36,South,Chennai,1,2,0.0,0,Closed,2022-03-05,2023-08-09,36-45,<3L,Fair (580-669),High (36-50%),0,0,3.16,0.0,3852.0,2022,2022-03,0,0,6,High Risk
100744,40,34500.0,Business Owner,552,42.4,Personal Loan,538000.0,12.58,36,South,Bengaluru,0,2,0.0,0,Closed,2024-10-22,2026-07-19,36-45,<3L,Poor (300-579),High (36-50%),0,0,15.59,0.0,18019.0,2024,2024-10,0,0,5,Medium Risk
108721,36,43500.0,Salaried,664,35.3,Education Loan,573000.0,14.55,180,West,Ahmedabad,3,3,392500.0,0,Active,2022-12-26,2023-03-26,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,13.17,68.5,7844.0,2022,2022-12,0,0,7,High Risk
106476,47,30400.0,Salaried,631,24.6,Auto Loan,1162000.0,15.95,60,East,Patna,2,1,567500.0,0,Active,2024-08-25,2026-06-22,46-55,<3L,Fair (580-669),Moderate (20-36%),0,0,38.22,48.8,28227.0,2024,2024-08,0,0,6,High Risk
101643,39,22100.0,Salaried,760,45.5,Personal Loan,371000.0,11.94,180,West,Mumbai,0,2,0.0,0,Closed,2022-09-22,2023-11-01,36-45,<3L,Very Good (740-799),High (36-50%),0,0,16.79,0.0,4438.0,2022,2022-09,0,0,2,Low Risk
110329,46,38800.0,Salaried,587,34.9,Credit Card,158000.0,10.1,240,Central,Raipur,0,1,0.0,0,Closed,2021-01-05,2022-02-18,46-55,<3L,Fair (580-669),Moderate (20-36%),0,0,4.07,0.0,1535.0,2021,2021-01,0,0,3,Medium Risk
105200,51,83700.0,Salaried,586,44.4,Credit Card,159000.0,13.96,60,East,Bhubaneswar,0,0,71900.0,0,Active,2022-12-31,2023-03-01,46-55,<3L,Fair (580-669),High (36-50%),0,0,1.9,45.2,3696.0,2022,2022-12,0,0,4,Medium Risk
111871,60,45500.0,Business Owner,587,30.4,Education Loan,508000.0,19.92,240,North,Lucknow,0,1,159000.0,0,Active,2021-01-22,2022-03-22,56-65,<3L,Fair (580-669),Moderate (20-36%),0,0,11.16,31.3,8598.0,2021,2021-01,0,0,3,Medium Risk
119521,41,64500.0,Salaried,779,39.5,Home Loan,3119000.0,6.0,36,West,Mumbai,2,2,1852600.0,0,Active,2022-02-03,2023-03-20,36-45,<3L,Very Good (740-799),High (36-50%),0,0,48.36,59.4,94886.0,2022,2022-02,0,0,5,Medium Risk
107852,36,45900.0,Self-Employed,751,42.2,Personal Loan,605000.0,6.0,180,West,Ahmedabad,0,1,563400.0,0,Active,2023-01-16,2024-01-19,36-45,<3L,Very Good (740-799),High (36-50%),0,0,13.18,93.1,5105.0,2023,2023-01,0,0,2,Low Risk
100811,38,89900.0,Salaried,838,35.2,Personal Loan,492000.0,12.02,36,North,Lucknow,0,4,379200.0,0,Active,2021-05-26,2022-07-27,36-45,<3L,Excellent (800-900),Moderate (20-36%),0,0,5.47,77.1,16346.0,2021,2021-05,0,0,2,Low Risk
109842,56,36500.0,Retired,739,35.8,Education Loan,744000.0,10.62,120,East,Kolkata,3,1,89400.0,14,Delinquent,2023-01-15,2023-05-30,56-65,<3L,Good (670-739),Moderate (20-36%),1,0,20.38,12.0,10089.0,2023,2023-01,0,0,5,Medium Risk
113471,49,54450.0,Salaried,722,23.3,Auto Loan,685000.0,10.17,84,Central,Raipur,0,0,0.0,0,Closed,2024-03-17,2026-07-10,46-55,<3L,Good (670-739),Moderate (20-36%),0,0,12.58,0.0,11432.0,2024,2024-03,0,0,2,Low Risk
107847,29,79900.0,Business Owner,706,17.9,Auto Loan,618000.0,8.17,84,South,Bengaluru,0,2,422100.0,0,Active,2021-01-10,2022-08-01,26-35,<3L,Good (670-739),Low (<20%),0,0,7.73,68.3,9685.0,2021,2021-01,0,0,1,Low Risk
110810,46,54450.0,Salaried,624,50.5,Business Loan,1861000.0,6.65,12,Central,Nagpur,0,0,0.0,0,Closed,2021-12-17,2023-04-24,46-55,<3L,Fair (580-669),Very High (>50%),0,0,34.18,0.0,160726.0,2021,2021-12,0,0,5,Medium Risk
113632,19,63900.0,Self-Employed,630,25.1,Credit Card,60000.0,7.14,120,South,Hyderabad,0,2,22000.0,0,Active,2023-06-23,2023-12-30,18-25,<3L,Fair (580-669),Moderate (20-36%),0,0,0.94,36.7,701.0,2023,2023-06,0,0,3,Medium Risk
103325,53,93600.0,Salaried,438,29.4,Auto Loan,433000.0,10.43,60,South,Chennai,0,2,306000.0,0,Active,2024-01-27,2025-05-15,46-55,<3L,Poor (300-579),Moderate (20-36%),0,0,4.63,70.7,9292.0,2024,2024-01,0,0,4,Medium Risk
105746,44,28000.0,Self-Employed,673,16.2,Credit Card,221000.0,11.98,36,East,Kolkata,0,0,0.0,0,Closed,2021-06-03,2022-02-05,36-45,<3L,Good (670-739),Low (<20%),0,0,7.89,0.0,7338.0,2021,2021-06,0,0,1,Low Risk
100512,39,128100.0,Salaried,653,27.0,Education Loan,460000.0,6.0,24,East,Kolkata,0,1,0.0,0,Closed,2023-09-04,2023-12-17,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,3.59,0.0,20387.0,2023,2023-09,0,0,3,Medium Risk
100487,32,73600.0,Salaried,596,27.0,Home Loan,3740000.0,14.78,84,East,Kolkata,0,0,2781500.0,0,Active,2024-08-19,2026-06-08,26-35,<3L,Fair (580-669),Moderate (20-36%),0,0,50.82,74.4,71709.0,2024,2024-08,0,0,3,Medium Risk
109773,23,157800.0,Unemployed,585,43.2,Business Loan,348000.0,12.2,24,East,Bhubaneswar,2,1,259800.0,0,Active,2023-10-28,2025-06-22,18-25,<3L,Fair (580-669),High (36-50%),0,0,2.21,74.7,16414.0,2023,2023-10,0,0,7,High Risk
107225,40,91900.0,Unemployed,563,39.8,Credit Card,295000.0,14.02,24,North,Delhi,0,2,0.0,0,Closed,2021-01-04,2022-05-07,36-45,<3L,Poor (300-579),High (36-50%),0,0,3.21,0.0,14167.0,2021,2021-01,0,0,5,Medium Risk
101529,34,29500.0,Salaried,731,16.8,Auto Loan,631000.0,13.52,36,North,Delhi,3,1,0.0,0,Closed,2022-07-27,2023-03-31,26-35,<3L,Good (670-739),Low (<20%),0,0,21.39,0.0,21419.0,2022,2022-07,0,0,4,Medium Risk
109558,49,30700.0,Salaried,653,51.1,Home Loan,3493000.0,18.99,60,North,Chandigarh,0,1,1835200.0,0,Active,2024-03-17,2025-12-24,46-55,<3L,Fair (580-669),Very High (>50%),0,0,113.78,52.5,90591.0,2024,2024-03,0,0,5,Medium Risk
114429,31,94800.0,Self-Employed,703,57.9,Credit Card,173000.0,8.11,48,South,Chennai,2,1,101400.0,14,Delinquent,2023-07-26,2023-11-13,26-35,<3L,Good (670-739),Very High (>50%),1,0,1.82,58.6,4232.0,2023,2023-07,0,0,7,High Risk
100571,40,31600.0,Salaried,676,32.9,Education Loan,1038000.0,11.94,60,West,Ahmedabad,2,0,287800.0,12,Delinquent,2023-08-21,2025-02-21,36-45,<3L,Good (670-739),Moderate (20-36%),1,0,32.85,27.7,23058.0,2023,2023-08,0,0,5,Medium Risk
117279,58,158300.0,Salaried,771,34.9,Home Loan,3302000.0,15.6,60,Central,Nagpur,2,1,828100.0,0,Active,2022-10-17,2022-12-23,56-65,<3L,Very Good (740-799),Moderate (20-36%),0,0,20.86,25.1,79598.0,2022,2022-10,0,0,4,Medium Risk
120849,26,83900.0,Retired,547,36.6,Education Loan,1121000.0,14.8,48,Central,Nagpur,0,1,581700.0,0,Active,2021-11-12,2022-09-12,26-35,<3L,Poor (300-579),High (36-50%),0,0,13.36,51.9,31085.0,2021,2021-11,0,0,5,Medium Risk
116807,66,20800.0,Retired,655,36.3,Business Loan,1187000.0,6.64,36,Central,Bhopal,0,1,209600.0,0,Active,2024-02-02,2025-10-07,65+,<3L,Fair (580-669),High (36-50%),0,0,57.07,17.7,36456.0,2024,2024-02,0,0,4,Medium Risk
115256,37,76500.0,Salaried,563,23.7,Auto Loan,964000.0,6.0,180,North,Chandigarh,0,2,184400.0,0,Active,2023-06-30,2024-11-15,36-45,<3L,Poor (300-579),Moderate (20-36%),0,0,12.6,19.1,8135.0,2023,2023-06,0,0,4,Medium Risk
107631,53,110200.0,Retired,677,35.9,Personal Loan,392000.0,16.76,24,North,Chandigarh,0,0,0.0,0,Closed,2023-04-10,2024-12-06,46-55,<3L,Good (670-739),Moderate (20-36%),0,0,3.56,0.0,19336.0,2023,2023-04,0,0,2,Low Risk
115354,37,55400.0,Salaried,722,43.9,Home Loan,4156000.0,8.06,60,East,Kolkata,0,0,0.0,0,Closed,2024-07-16,2026-12-24,36-45,<3L,Good (670-739),High (36-50%),0,0,75.02,0.0,84388.0,2024,2024-07,0,0,3,Medium Risk
100174,44,33900.0,Self-Employed,456,69.3,Auto Loan,460000.0,14.2,84,East,Bhubaneswar,0,1,410000.0,0,Active,2022-05-10,2022-07-15,36-45,<3L,Poor (300-579),Very High (>50%),0,0,13.57,89.1,8671.0,2022,2022-05,0,0,6,High Risk
118652,32,94400.0,Salaried,509,25.8,Auto Loan,979000.0,11.3,48,East,Bhubaneswar,1,4,0.0,0,Closed,2021-10-14,2023-06-21,26-35,<3L,Poor (300-579),Moderate (20-36%),0,0,10.37,0.0,25446.0,2021,2021-10,0,0,7,High Risk
115588,47,75900.0,Salaried,622,8.5,Credit Card,134000.0,13.74,36,North,Lucknow,2,1,0.0,0,Closed,2021-05-14,2022-09-04,46-55,<3L,Fair (580-669),Low (<20%),0,0,1.77,0.0,4563.0,2021,2021-05,0,0,5,Medium Risk
100835,40,61700.0,Salaried,858,18.4,Personal Loan,533000.0,7.5,120,South,Chennai,0,0,0.0,0,Closed,2024-05-17,2024-12-13,36-45,<3L,Excellent (800-900),Low (<20%),0,0,8.64,0.0,6327.0,2024,2024-05,0,0,0,Low Risk
117964,48,136500.0,Unemployed,525,42.9,Credit Card,225000.0,12.32,48,Central,Nagpur,3,4,170900.0,0,Active,2023-05-21,2025-03-15,46-55,<3L,Poor (300-579),High (36-50%),0,0,1.65,76.0,5961.0,2023,2023-05,0,0,9,High Risk
105555,39,23800.0,Self-Employed,522,41.1,Personal Loan,390000.0,11.45,180,Central,Nagpur,2,0,93000.0,0,Active,2023-08-10,2025-09-03,36-45,<3L,Poor (300-579),High (36-50%),0,0,16.39,23.8,4544.0,2023,2023-08,0,0,8,High Risk
113333,46,57100.0,Self-Employed,660,29.1,Business Loan,959000.0,10.5,84,North,Chandigarh,0,1,293200.0,84,Delinquent,2023-04-27,2023-06-04,46-55,<3L,Fair (580-669),Moderate (20-36%),1,0,16.8,30.6,16169.0,2023,2023-04,1,0,3,Medium Risk
115040,40,44900.0,Self-Employed,624,35.5,Education Loan,742000.0,9.42,12,North,Delhi,1,1,660500.0,0,Active,2023-06-08,2024-11-17,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,16.53,89.0,65034.0,2023,2023-06,0,0,5,Medium Risk
103619,54,64500.0,Unemployed,787,57.3,Home Loan,1572000.0,8.88,24,Central,Nagpur,0,2,0.0,0,Closed,2021-01-03,2022-09-02,46-55,<3L,Very Good (740-799),Very High (>50%),0,0,24.37,0.0,71730.0,2021,2021-01,0,0,3,Medium Risk
113170,75,85100.0,Salaried,735,50.2,Home Loan,4366000.0,10.28,180,South,Bengaluru,0,4,1745500.0,0,Active,2022-10-16,2023-07-03,65+,<3L,Good (670-739),Very High (>50%),0,0,51.3,40.0,47668.0,2022,2022-10,0,0,5,Medium Risk
105718,37,60500.0,Salaried,836,21.9,Auto Loan,1060000.0,8.38,12,East,Bhubaneswar,0,0,389300.0,16,Delinquent,2023-06-25,2025-07-07,36-45,<3L,Excellent (800-900),Moderate (20-36%),1,0,17.52,36.7,92394.0,2023,2023-06,0,0,1,Low Risk
102543,37,46200.0,Salaried,608,6.0,Personal Loan,348000.0,13.25,180,South,Bengaluru,2,1,209600.0,0,Active,2021-06-21,2023-01-31,36-45,<3L,Fair (580-669),Low (<20%),0,0,7.53,60.2,4460.0,2021,2021-06,0,0,5,Medium Risk
106625,32,62900.0,Salaried,727,34.9,Home Loan,2088000.0,13.3,12,South,Bengaluru,0,1,503400.0,0,Active,2024-03-21,2026-04-22,26-35,<3L,Good (670-739),Moderate (20-36%),0,0,33.2,24.1,186788.0,2024,2024-03,0,0,2,Low Risk
113806,40,50500.0,Salaried,619,30.6,Home Loan,3651000.0,10.1,12,East,Patna,0,2,2322600.0,0,Active,2021-11-22,2023-12-18,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,72.3,63.6,321151.0,2021,2021-11,0,0,3,Medium Risk
113189,50,21800.0,Self-Employed,569,40.6,Home Loan,3402000.0,12.61,12,North,Chandigarh,0,1,3094500.0,0,Active,2021-10-16,2023-08-16,46-55,<3L,Poor (300-579),High (36-50%),0,0,156.06,91.0,303235.0,2021,2021-10,0,0,5,Medium Risk
108686,44,95300.0,Salaried,858,38.0,Education Loan,717000.0,12.7,240,West,Ahmedabad,0,1,390900.0,0,Active,2022-09-03,2023-02-05,36-45,<3L,Excellent (800-900),High (36-50%),0,0,7.52,54.5,8247.0,2022,2022-09,0,0,2,Low Risk
113340,34,36100.0,Salaried,660,16.6,Auto Loan,1542000.0,12.04,120,East,Bhubaneswar,0,2,459000.0,0,Active,2021-02-16,2021-04-15,26-35,<3L,Fair (580-669),Low (<20%),0,0,42.71,29.8,22159.0,2021,2021-02,0,0,2,Low Risk
115188,48,97800.0,Salaried,691,36.5,Auto Loan,1373000.0,13.65,120,North,Chandigarh,2,2,155300.0,0,Active,2021-01-04,2022-10-12,46-55,<3L,Good (670-739),High (36-50%),0,0,14.04,11.3,21030.0,2021,2021-01,0,0,6,High Risk
104467,50,34400.0,Self-Employed,467,34.9,Education Loan,720000.0,8.59,12,East,Bhubaneswar,0,0,126500.0,0,Active,2024-06-20,2025-09-23,46-55,<3L,Poor (300-579),Moderate (20-36%),0,0,20.93,17.6,62828.0,2024,2024-06,0,0,4,Medium Risk
101214,51,84800.0,Self-Employed,648,51.1,Auto Loan,396000.0,9.03,240,West,Pune,0,1,96000.0,0,Active,2022-02-11,2024-03-01,46-55,<3L,Fair (580-669),Very High (>50%),0,0,4.67,24.2,3571.0,2022,2022-02,0,0,5,Medium Risk
115956,48,61900.0,Retired,642,28.8,Education Loan,526000.0,12.99,120,North,Chandigarh,0,1,80300.0,0,Active,2022-03-06,2022-04-10,46-55,<3L,Fair (580-669),Moderate (20-36%),0,0,8.5,15.3,7851.0,2022,2022-03,0,0,3,Medium Risk
108576,45,84000.0,Salaried,687,10.5,Personal Loan,478000.0,11.95,36,East,Kolkata,0,3,64200.0,0,Active,2022-01-29,2022-09-21,36-45,<3L,Good (670-739),Low (<20%),0,0,5.69,13.4,15865.0,2022,2022-01,0,0,2,Low Risk
103893,30,192000.0,Self-Employed,785,52.0,Home Loan,2548000.0,13.27,120,West,Pune,0,4,0.0,0,Closed,2023-05-28,2024-01-13,26-35,<3L,Very Good (740-799),Very High (>50%),0,0,13.27,0.0,38451.0,2023,2023-05,0,0,4,Medium Risk
119903,18,114800.0,Salaried,775,42.4,Auto Loan,867000.0,11.99,60,Central,Nagpur,0,1,111700.0,0,Active,2023-06-26,2025-01-04,18-25,<3L,Very Good (740-799),High (36-50%),0,0,7.55,12.9,19282.0,2023,2023-06,0,0,2,Low Risk
117827,33,44900.0,Business Owner,780,38.4,Education Loan,1298000.0,8.73,120,West,Ahmedabad,3,2,325200.0,0,Active,2022-01-24,2023-07-31,26-35,<3L,Very Good (740-799),High (36-50%),0,0,28.91,25.1,16253.0,2022,2022-01,0,0,5,Medium Risk
100918,42,66600.0,Self-Employed,673,19.8,Business Loan,2407000.0,10.5,48,East,Patna,0,2,1851800.0,30,Delinquent,2021-08-26,2022-06-11,36-45,<3L,Good (670-739),Low (<20%),1,0,36.14,76.9,61627.0,2021,2021-08,1,0,1,Low Risk
119420,26,137600.0,Salaried,701,42.8,Personal Loan,385000.0,15.37,240,South,Hyderabad,0,2,0.0,0,Closed,2023-06-26,2025-09-13,26-35,<3L,Good (670-739),High (36-50%),0,0,2.8,0.0,5175.0,2023,2023-06,0,0,3,Medium Risk
110868,30,21300.0,Self-Employed,681,25.7,Credit Card,76000.0,13.49,240,Central,Bhopal,0,3,13600.0,0,Active,2024-05-31,2026-03-01,26-35,<3L,Good (670-739),Moderate (20-36%),0,0,3.57,17.9,917.0,2024,2024-05,0,0,3,Medium Risk
116082,28,56200.0,Self-Employed,753,14.9,Home Loan,3304000.0,11.93,60,North,Chandigarh,0,1,934000.0,0,Active,2024-05-14,2025-01-06,26-35,<3L,Very Good (740-799),Low (<20%),0,0,58.79,28.3,73379.0,2024,2024-05,0,0,0,Low Risk
110397,34,82100.0,Unemployed,781,37.3,Business Loan,1950000.0,11.65,24,Central,Raipur,0,3,1508000.0,0,Active,2021-07-27,2023-02-03,26-35,<3L,Very Good (740-799),High (36-50%),0,0,23.75,77.3,91475.0,2021,2021-07,0,0,3,Medium Risk
107617,42,141400.0,Salaried,626,25.7,Credit Card,169000.0,9.92,180,Central,Nagpur,2,1,51100.0,0,Active,2024-10-18,2025-03-01,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,1.2,30.2,1808.0,2024,2024-10,0,0,6,High Risk
107962,60,53700.0,Self-Employed,679,26.6,Auto Loan,552000.0,14.24,84,North,Delhi,1,0,354200.0,0,Active,2023-01-28,2024-05-03,56-65,<3L,Good (670-739),Moderate (20-36%),0,0,10.28,64.2,10418.0,2023,2023-01,0,0,4,Medium Risk
106226,36,40800.0,Salaried,778,49.0,Auto Loan,212000.0,13.32,36,East,Bhubaneswar,0,2,26500.0,0,Active,2022-10-29,2024-07-13,36-45,<3L,Very Good (740-799),High (36-50%),0,0,5.2,12.5,7176.0,2022,2022-10,0,0,2,Low Risk
106236,52,57800.0,Salaried,577,15.2,Home Loan,3617000.0,10.81,12,Central,Raipur,0,0,1782700.0,1,Delinquent,2023-12-31,2024-09-10,46-55,<3L,Poor (300-579),Low (<20%),1,0,62.58,49.3,319356.0,2023,2023-12,0,0,3,Medium Risk
109444,41,76200.0,Salaried,561,30.5,Auto Loan,823000.0,11.11,240,North,Chandigarh,2,2,616500.0,0,Active,2022-05-31,2022-12-04,36-45,<3L,Poor (300-579),Moderate (20-36%),0,0,10.8,74.9,8557.0,2022,2022-05,0,0,7,High Risk
113541,18,43900.0,Salaried,721,29.6,Credit Card,100000.0,11.18,36,East,Patna,0,3,63500.0,0,Active,2024-09-02,2025-01-19,18-25,<3L,Good (670-739),Moderate (20-36%),0,0,2.28,63.5,3282.0,2024,2024-09,0,0,3,Medium Risk
103258,31,65800.0,Salaried,377,41.8,Home Loan,4446000.0,9.64,240,Central,Bhopal,0,1,463300.0,0,Active,2024-12-26,2027-02-21,26-35,<3L,Poor (300-579),High (36-50%),0,0,67.57,10.4,41850.0,2024,2024-12,0,0,5,Medium Risk
109867,44,70100.0,Salaried,564,30.1,Personal Loan,398000.0,10.83,12,South,Bengaluru,1,0,0.0,0,Closed,2023-05-13,2024-12-21,36-45,<3L,Poor (300-579),Moderate (20-36%),0,0,5.68,0.0,35144.0,2023,2023-05,0,0,6,High Risk
103482,18,47400.0,Salaried,674,11.2,Personal Loan,454000.0,12.19,12,Central,Raipur,2,0,0.0,0,Closed,2022-09-12,2023-06-19,18-25,<3L,Good (670-739),Low (<20%),0,0,9.58,0.0,40378.0,2022,2022-09,0,0,4,Medium Risk
104788,32,54200.0,Salaried,693,27.6,Business Loan,2246000.0,12.08,24,East,Kolkata,1,1,1996000.0,0,Active,2022-05-12,2023-06-02,26-35,<3L,Good (670-739),Moderate (20-36%),0,0,41.44,88.9,105811.0,2022,2022-05,0,0,4,Medium Risk
104159,32,44200.0,Retired,900,50.1,Personal Loan,455000.0,10.9,48,South,Bengaluru,0,1,358300.0,0,Active,2024-09-08,2024-10-18,26-35,<3L,Excellent (800-900),Very High (>50%),0,0,10.29,78.7,11738.0,2024,2024-09,0,0,3,Medium Risk
119910,28,15500.0,Self-Employed,523,39.4,Personal Loan,361000.0,9.17,12,East,Bhubaneswar,1,1,0.0,0,Closed,2022-08-25,2023-08-13,26-35,<3L,Poor (300-579),High (36-50%),0,0,23.29,0.0,31598.0,2022,2022-08,0,0,7,High Risk
102595,50,29100.0,Salaried,596,7.3,Personal Loan,270000.0,15.85,84,West,Pune,0,1,31500.0,0,Active,2023-05-08,2024-12-31,46-55,<3L,Fair (580-669),Low (<20%),0,0,9.28,11.7,5340.0,2023,2023-05,0,0,2,Low Risk
114109,54,59700.0,Salaried,843,34.9,Auto Loan,453000.0,11.07,84,North,Delhi,0,0,147700.0,0,Active,2021-03-20,2022-01-07,46-55,<3L,Excellent (800-900),Moderate (20-36%),0,0,7.59,32.6,7773.0,2021,2021-03,0,0,1,Low Risk
105650,51,36500.0,Business Owner,483,29.9,Education Loan,859000.0,13.51,24,East,Bhubaneswar,0,1,182100.0,0,Active,2024-06-30,2025-06-23,46-55,<3L,Poor (300-579),Moderate (20-36%),0,0,23.53,21.2,41045.0,2024,2024-06,0,0,4,Medium Risk
108177,59,44000.0,Unemployed,683,18.5,Business Loan,1733000.0,6.0,60,South,Chennai,1,3,0.0,0,Closed,2022-01-02,2024-03-29,56-65,<3L,Good (670-739),Low (<20%),0,0,39.39,0.0,33504.0,2022,2022-01,0,0,4,Medium Risk
104686,48,51000.0,Business Owner,860,22.2,Home Loan,3442000.0,13.05,36,North,Chandigarh,0,0,1093700.0,0,Active,2024-11-16,2025-07-14,46-55,<3L,Excellent (800-900),Moderate (20-36%),0,0,67.49,31.8,116057.0,2024,2024-11,0,0,1,Low Risk
119398,37,22200.0,Business Owner,601,33.7,Home Loan,3137000.0,9.51,84,North,Lucknow,1,4,2610100.0,0,Active,2023-07-12,2025-03-14,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,141.31,83.2,51287.0,2023,2023-07,0,0,6,High Risk
105074,21,116500.0,Salaried,635,46.7,Home Loan,4446000.0,13.11,36,East,Patna,3,2,4568600.0,0,Active,2024-06-11,2025-06-28,18-25,<3L,Fair (580-669),High (36-50%),0,0,38.16,102.8,150039.0,2024,2024-06,0,0,7,High Risk
120046,51,44200.0,Salaried,672,16.1,Personal Loan,753000.0,10.97,60,North,Chandigarh,1,2,0.0,0,Closed,2022-11-23,2023-03-07,46-55,<3L,Good (670-739),Low (<20%),0,0,17.04,0.0,16361.0,2022,2022-11,0,0,3,Medium Risk
102424,39,37900.0,Salaried,680,43.1,Personal Loan,317000.0,15.23,60,South,Hyderabad,0,1,0.0,0,Closed,2023-08-16,2024-03-13,36-45,<3L,Good (670-739),High (36-50%),0,0,8.36,0.0,7580.0,2023,2023-08,0,0,3,Medium Risk
105124,39,33600.0,Salaried,609,43.3,Home Loan,3357000.0,13.04,240,East,Bhubaneswar,0,1,653800.0,0,Active,2024-02-24,2025-07-25,36-45,<3L,Fair (580-669),High (36-50%),0,0,99.91,19.5,39425.0,2024,2024-02,0,0,4,Medium Risk
114652,26,42100.0,Salaried,463,59.6,Personal Loan,238000.0,10.38,36,West,Pune,0,3,160000.0,11,Delinquent,2021-04-26,2021-05-30,26-35,<3L,Poor (300-579),Very High (>50%),1,0,5.65,67.2,7722.0,2021,2021-04,0,0,7,High Risk
102956,61,49000.0,Salaried,642,50.9,Home Loan,4446000.0,10.27,84,North,Delhi,0,0,1606200.0,0,Active,2021-03-01,2021-08-07,56-65,<3L,Fair (580-669),Very High (>50%),0,0,90.73,36.1,74431.0,2021,2021-03,0,0,5,Medium Risk
